patient_id,review,cleaned_review,tokens,tokens_no_stop,tokens_lemmatized,preprocessed_text,remove_reason,polarity_score,sentiment
PATIENT_0720,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0721,Top-notch medical services. Highly recommended!,topnotch medical services highly recommended,"['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'service', 'highly', 'recommended']",topnotch medical service highly recommended,keep,0.08,Neutral
PATIENT_0722,Dirty facilities and poor organization. Not impressed.,dirty facilities and poor organization not impressed,"['dirty', 'facilities', 'and', 'poor', 'organization', 'not', 'impressed']","['dirty', 'facilities', 'poor', 'organization', 'impressed']","['dirty', 'facility', 'poor', 'organization', 'impressed']",dirty facility poor organization impressed,keep,0.0,Neutral
PATIENT_0723,Excellent service and clean facilities. Would recommend to everyone.,excellent service and clean facilities would recommend to everyone,"['excellent', 'service', 'and', 'clean', 'facilities', 'would', 'recommend', 'to', 'everyone']","['excellent', 'service', 'clean', 'facilities', 'would', 'recommend', 'everyone']","['excellent', 'service', 'clean', 'facility', 'would', 'recommend', 'everyone']",excellent service clean facility would recommend everyone,keep,0.6833333333333333,Positive
PATIENT_0724,Dirty facilities and poor organization. Not impressed.,dirty facilities and poor organization not impressed,"['dirty', 'facilities', 'and', 'poor', 'organization', 'not', 'impressed']","['dirty', 'facilities', 'poor', 'organization', 'impressed']","['dirty', 'facility', 'poor', 'organization', 'impressed']",dirty facility poor organization impressed,keep,0.0,Neutral
PATIENT_0725,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep,0.375,Positive
PATIENT_0726,Would give negative stars if possible. Terrible experience.,would give negative stars if possible terrible experience,"['would', 'give', 'negative', 'stars', 'if', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'stars', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'star', 'possible', 'terrible', 'experience']",would give negative star possible terrible experience,keep,-0.43333333333333335,Negative
PATIENT_0727,The doctor was dismissive and didn't listen to my concerns.,the doctor was dismissive and did not listen to my concerns,"['the', 'doctor', 'was', 'dismissive', 'and', 'did', 'not', 'listen', 'to', 'my', 'concerns']","['doctor', 'dismissive', 'listen', 'concerns']","['doctor', 'dismissive', 'listen', 'concern']",doctor dismissive listen concern,keep,0.0,Neutral
PATIENT_0728,Excellent service and clean facilities. Would recommend to everyone.,excellent service and clean facilities would recommend to everyone,"['excellent', 'service', 'and', 'clean', 'facilities', 'would', 'recommend', 'to', 'everyone']","['excellent', 'service', 'clean', 'facilities', 'would', 'recommend', 'everyone']","['excellent', 'service', 'clean', 'facility', 'would', 'recommend', 'everyone']",excellent service clean facility would recommend everyone,keep,0.6833333333333333,Positive
PATIENT_0729,Decent facilities but could be cleaner.,decent facilities but could be cleaner,"['decent', 'facilities', 'but', 'could', 'be', 'cleaner']","['decent', 'facilities', 'could', 'cleaner']","['decent', 'facility', 'could', 'cleaner']",decent facility could cleaner,keep,0.16666666666666666,Positive
PATIENT_0730,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
PATIENT_0731,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep,0.4,Positive
PATIENT_0732,Best healthcare experience I've had. Very impressed!,best healthcare experience i have had very impressed,"['best', 'healthcare', 'experience', 'i', 'have', 'had', 'very', 'impressed']","['best', 'healthcare', 'experience', 'impressed']","['best', 'healthcare', 'experience', 'impressed']",best healthcare experience impressed,keep,1.0,Positive
PATIENT_0733,Poor communication from the medical team.,poor communication from the medical team,"['poor', 'communication', 'from', 'the', 'medical', 'team']","['poor', 'communication', 'medical', 'team']","['poor', 'communication', 'medical', 'team']",poor communication medical team,keep,-0.2,Negative
PATIENT_0734,The doctor was very professional and caring. Highly satisfied!,the doctor was very professional and caring highly satisfied,"['the', 'doctor', 'was', 'very', 'professional', 'and', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']",doctor professional caring highly satisfied,keep,0.3,Positive
PATIENT_0735,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
PATIENT_0736,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0737,Top-notch medical services. Highly recommended!,topnotch medical services highly recommended,"['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'service', 'highly', 'recommended']",topnotch medical service highly recommended,keep,0.08,Neutral
PATIENT_0738,The experience was acceptable but unremarkable.,the experience was acceptable but unremarkable,"['the', 'experience', 'was', 'acceptable', 'but', 'unremarkable']","['experience', 'acceptable', 'unremarkable']","['experience', 'acceptable', 'unremarkable']",experience acceptable unremarkable,keep,0.0,Neutral
PATIENT_0739,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep,0.4,Positive
PATIENT_0740,Would give negative stars if possible. Terrible experience.,would give negative stars if possible terrible experience,"['would', 'give', 'negative', 'stars', 'if', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'stars', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'star', 'possible', 'terrible', 'experience']",would give negative star possible terrible experience,keep,-0.43333333333333335,Negative
PATIENT_0741,"It was fine, nothing to complain about.",it was fine nothing to complain about,"['it', 'was', 'fine', 'nothing', 'to', 'complain', 'about']","['fine', 'nothing', 'complain']","['fine', 'nothing', 'complain']",fine nothing complain,keep,0.4166666666666667,Positive
PATIENT_0742,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0743,The experience was acceptable but unremarkable.,the experience was acceptable but unremarkable,"['the', 'experience', 'was', 'acceptable', 'but', 'unremarkable']","['experience', 'acceptable', 'unremarkable']","['experience', 'acceptable', 'unremarkable']",experience acceptable unremarkable,keep,0.0,Neutral
PATIENT_0744,The appointment was standard. Service was average.,the appointment was standard service was average,"['the', 'appointment', 'was', 'standard', 'service', 'was', 'average']","['appointment', 'standard', 'service', 'average']","['appointment', 'standard', 'service', 'average']",appointment standard service average,keep,-0.075,Neutral
PATIENT_0745,Excellent service and clean facilities. Would recommend to everyone.,excellent service and clean facilities would recommend to everyone,"['excellent', 'service', 'and', 'clean', 'facilities', 'would', 'recommend', 'to', 'everyone']","['excellent', 'service', 'clean', 'facilities', 'would', 'recommend', 'everyone']","['excellent', 'service', 'clean', 'facility', 'would', 'recommend', 'everyone']",excellent service clean facility would recommend everyone,keep,0.6833333333333333,Positive
PATIENT_0746,Poor communication from the medical team.,poor communication from the medical team,"['poor', 'communication', 'from', 'the', 'medical', 'team']","['poor', 'communication', 'medical', 'team']","['poor', 'communication', 'medical', 'team']",poor communication medical team,keep,-0.2,Negative
PATIENT_0747,Neutral experience. Staff was neither helpful nor rude.,neutral experience staff was neither helpful nor rude,"['neutral', 'experience', 'staff', 'was', 'neither', 'helpful', 'nor', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']",neutral experience staff neither helpful rude,keep,-0.3,Negative
PATIENT_0748,The doctor was dismissive and didn't listen to my concerns.,the doctor was dismissive and did not listen to my concerns,"['the', 'doctor', 'was', 'dismissive', 'and', 'did', 'not', 'listen', 'to', 'my', 'concerns']","['doctor', 'dismissive', 'listen', 'concerns']","['doctor', 'dismissive', 'listen', 'concern']",doctor dismissive listen concern,keep,0.0,Neutral
PATIENT_0749,Top-notch medical services. Highly recommended!,topnotch medical services highly recommended,"['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'service', 'highly', 'recommended']",topnotch medical service highly recommended,keep,0.08,Neutral
PATIENT_0750,Felt rushed during my appointment. Not satisfied.,felt rushed during my appointment not satisfied,"['felt', 'rushed', 'during', 'my', 'appointment', 'not', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']",felt rushed appointment satisfied,keep,0.5,Positive
PATIENT_0751,Unprofessional behavior from the receptionist.,unprofessional behavior from the receptionist,"['unprofessional', 'behavior', 'from', 'the', 'receptionist']","['unprofessional', 'behavior', 'receptionist']","['unprofessional', 'behavior', 'receptionist']",unprofessional behavior receptionist,keep,0.0,Neutral
PATIENT_0752,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep,-0.75,Negative
PATIENT_0753,The appointment was standard. Service was average.,the appointment was standard service was average,"['the', 'appointment', 'was', 'standard', 'service', 'was', 'average']","['appointment', 'standard', 'service', 'average']","['appointment', 'standard', 'service', 'average']",appointment standard service average,keep,-0.075,Neutral
PATIENT_0754,Excellent service and clean facilities. Would recommend to everyone.,excellent service and clean facilities would recommend to everyone,"['excellent', 'service', 'and', 'clean', 'facilities', 'would', 'recommend', 'to', 'everyone']","['excellent', 'service', 'clean', 'facilities', 'would', 'recommend', 'everyone']","['excellent', 'service', 'clean', 'facility', 'would', 'recommend', 'everyone']",excellent service clean facility would recommend everyone,keep,0.6833333333333333,Positive
PATIENT_0755,The appointment was standard. Service was average.,the appointment was standard service was average,"['the', 'appointment', 'was', 'standard', 'service', 'was', 'average']","['appointment', 'standard', 'service', 'average']","['appointment', 'standard', 'service', 'average']",appointment standard service average,keep,-0.075,Neutral
PATIENT_0756,The treatment was ineffective and expensive.,the treatment was ineffective and expensive,"['the', 'treatment', 'was', 'ineffective', 'and', 'expensive']","['treatment', 'ineffective', 'expensive']","['treatment', 'ineffective', 'expensive']",treatment ineffective expensive,keep,-0.5,Negative
PATIENT_0757,Neutral experience. Staff was neither helpful nor rude.,neutral experience staff was neither helpful nor rude,"['neutral', 'experience', 'staff', 'was', 'neither', 'helpful', 'nor', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']",neutral experience staff neither helpful rude,keep,-0.3,Negative
PATIENT_0758,Average service quality. Could be better or worse.,average service quality could be better or worse,"['average', 'service', 'quality', 'could', 'be', 'better', 'or', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']",average service quality could better worse,keep,-0.01666666666666668,Neutral
PATIENT_0759,Dirty facilities and poor organization. Not impressed.,dirty facilities and poor organization not impressed,"['dirty', 'facilities', 'and', 'poor', 'organization', 'not', 'impressed']","['dirty', 'facilities', 'poor', 'organization', 'impressed']","['dirty', 'facility', 'poor', 'organization', 'impressed']",dirty facility poor organization impressed,keep,0.0,Neutral
PATIENT_0760,Decent facilities but could be cleaner.,decent facilities but could be cleaner,"['decent', 'facilities', 'but', 'could', 'be', 'cleaner']","['decent', 'facilities', 'could', 'cleaner']","['decent', 'facility', 'could', 'cleaner']",decent facility could cleaner,keep,0.16666666666666666,Positive
PATIENT_0761,The doctor was very professional and caring. Highly satisfied!,the doctor was very professional and caring highly satisfied,"['the', 'doctor', 'was', 'very', 'professional', 'and', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']",doctor professional caring highly satisfied,keep,0.3,Positive
PATIENT_0762,The treatment was ineffective and expensive.,the treatment was ineffective and expensive,"['the', 'treatment', 'was', 'ineffective', 'and', 'expensive']","['treatment', 'ineffective', 'expensive']","['treatment', 'ineffective', 'expensive']",treatment ineffective expensive,keep,-0.5,Negative
PATIENT_0763,Decent facilities but could be cleaner.,decent facilities but could be cleaner,"['decent', 'facilities', 'but', 'could', 'be', 'cleaner']","['decent', 'facilities', 'could', 'cleaner']","['decent', 'facility', 'could', 'cleaner']",decent facility could cleaner,keep,0.16666666666666666,Positive
PATIENT_0764,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep,-0.2,Negative
PATIENT_0765,Outstanding care from the entire team. Thank you so much!,outstanding care from the entire team thank you so much,"['outstanding', 'care', 'from', 'the', 'entire', 'team', 'thank', 'you', 'so', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']",outstanding care entire team thank much,keep,0.2333333333333333,Positive
PATIENT_0766,Unprofessional behavior from the receptionist.,unprofessional behavior from the receptionist,"['unprofessional', 'behavior', 'from', 'the', 'receptionist']","['unprofessional', 'behavior', 'receptionist']","['unprofessional', 'behavior', 'receptionist']",unprofessional behavior receptionist,keep,0.0,Neutral
PATIENT_0767,Poor communication from the medical team.,poor communication from the medical team,"['poor', 'communication', 'from', 'the', 'medical', 'team']","['poor', 'communication', 'medical', 'team']","['poor', 'communication', 'medical', 'team']",poor communication medical team,keep,-0.2,Negative
PATIENT_0768,"It was fine, nothing to complain about.",it was fine nothing to complain about,"['it', 'was', 'fine', 'nothing', 'to', 'complain', 'about']","['fine', 'nothing', 'complain']","['fine', 'nothing', 'complain']",fine nothing complain,keep,0.4166666666666667,Positive
PATIENT_0769,Would give negative stars if possible. Terrible experience.,would give negative stars if possible terrible experience,"['would', 'give', 'negative', 'stars', 'if', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'stars', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'star', 'possible', 'terrible', 'experience']",would give negative star possible terrible experience,keep,-0.43333333333333335,Negative
PATIENT_0770,Top-notch medical services. Highly recommended!,topnotch medical services highly recommended,"['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'service', 'highly', 'recommended']",topnotch medical service highly recommended,keep,0.08,Neutral
PATIENT_0771,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0772,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep,0.3333333333333333,Positive
PATIENT_0773,The doctor was very professional and caring. Highly satisfied!,the doctor was very professional and caring highly satisfied,"['the', 'doctor', 'was', 'very', 'professional', 'and', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']",doctor professional caring highly satisfied,keep,0.3,Positive
PATIENT_0774,The experience was acceptable but unremarkable.,the experience was acceptable but unremarkable,"['the', 'experience', 'was', 'acceptable', 'but', 'unremarkable']","['experience', 'acceptable', 'unremarkable']","['experience', 'acceptable', 'unremarkable']",experience acceptable unremarkable,keep,0.0,Neutral
PATIENT_0775,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0776,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep,0.4,Positive
PATIENT_0777,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0778,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0779,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
PATIENT_0780,Outstanding care from the entire team. Thank you so much!,outstanding care from the entire team thank you so much,"['outstanding', 'care', 'from', 'the', 'entire', 'team', 'thank', 'you', 'so', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']",outstanding care entire team thank much,keep,0.2333333333333333,Positive
PATIENT_0781,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0782,The doctor was dismissive and didn't listen to my concerns.,the doctor was dismissive and did not listen to my concerns,"['the', 'doctor', 'was', 'dismissive', 'and', 'did', 'not', 'listen', 'to', 'my', 'concerns']","['doctor', 'dismissive', 'listen', 'concerns']","['doctor', 'dismissive', 'listen', 'concern']",doctor dismissive listen concern,keep,0.0,Neutral
PATIENT_0783,Unprofessional behavior from the receptionist.,unprofessional behavior from the receptionist,"['unprofessional', 'behavior', 'from', 'the', 'receptionist']","['unprofessional', 'behavior', 'receptionist']","['unprofessional', 'behavior', 'receptionist']",unprofessional behavior receptionist,keep,0.0,Neutral
PATIENT_0784,Neutral experience. Staff was neither helpful nor rude.,neutral experience staff was neither helpful nor rude,"['neutral', 'experience', 'staff', 'was', 'neither', 'helpful', 'nor', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']",neutral experience staff neither helpful rude,keep,-0.3,Negative
PATIENT_0785,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep,0.375,Positive
PATIENT_0786,Amazing doctors and nurses. They really care about patients.,amazing doctors and nurses they really care about patients,"['amazing', 'doctors', 'and', 'nurses', 'they', 'really', 'care', 'about', 'patients']","['amazing', 'doctors', 'nurses', 'really', 'care', 'patients']","['amazing', 'doctor', 'nurse', 'really', 'care', 'patient']",amazing doctor nurse really care patient,keep,0.4,Positive
PATIENT_0787,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0788,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep,-0.2,Negative
PATIENT_0789,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
PATIENT_0790,Felt rushed during my appointment. Not satisfied.,felt rushed during my appointment not satisfied,"['felt', 'rushed', 'during', 'my', 'appointment', 'not', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']",felt rushed appointment satisfied,keep,0.5,Positive
PATIENT_0791,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0792,Felt very welcome and well taken care of. Excellent experience!,felt very welcome and well taken care of excellent experience,"['felt', 'very', 'welcome', 'and', 'well', 'taken', 'care', 'of', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']",felt welcome well taken care excellent experience,keep,0.9,Positive
PATIENT_0793,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep,0.375,Positive
PATIENT_0794,Amazing doctors and nurses. They really care about patients.,amazing doctors and nurses they really care about patients,"['amazing', 'doctors', 'and', 'nurses', 'they', 'really', 'care', 'about', 'patients']","['amazing', 'doctors', 'nurses', 'really', 'care', 'patients']","['amazing', 'doctor', 'nurse', 'really', 'care', 'patient']",amazing doctor nurse really care patient,keep,0.4,Positive
PATIENT_0795,Top-notch medical services. Highly recommended!,topnotch medical services highly recommended,"['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'service', 'highly', 'recommended']",topnotch medical service highly recommended,keep,0.08,Neutral
PATIENT_0796,Poor communication from the medical team.,poor communication from the medical team,"['poor', 'communication', 'from', 'the', 'medical', 'team']","['poor', 'communication', 'medical', 'team']","['poor', 'communication', 'medical', 'team']",poor communication medical team,keep,-0.2,Negative
PATIENT_0797,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
PATIENT_0798,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep,0.4,Positive
PATIENT_0799,Would give negative stars if possible. Terrible experience.,would give negative stars if possible terrible experience,"['would', 'give', 'negative', 'stars', 'if', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'stars', 'possible', 'terrible', 'experience']","['would', 'give', 'negative', 'star', 'possible', 'terrible', 'experience']",would give negative star possible terrible experience,keep,-0.43333333333333335,Negative
PATIENT_0800,The treatment was ineffective and expensive.,the treatment was ineffective and expensive,"['the', 'treatment', 'was', 'ineffective', 'and', 'expensive']","['treatment', 'ineffective', 'expensive']","['treatment', 'ineffective', 'expensive']",treatment ineffective expensive,keep,-0.5,Negative
PATIENT_0801,"It was fine, nothing to complain about.",it was fine nothing to complain about,"['it', 'was', 'fine', 'nothing', 'to', 'complain', 'about']","['fine', 'nothing', 'complain']","['fine', 'nothing', 'complain']",fine nothing complain,keep,0.4166666666666667,Positive
PATIENT_0802,Standard healthcare service. Met my basic needs.,standard healthcare service met my basic needs,"['standard', 'healthcare', 'service', 'met', 'my', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'need']",standard healthcare service met basic need,keep,0.0,Neutral
PATIENT_0803,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep,-0.2,Negative
PATIENT_0804,Best healthcare experience I've had. Very impressed!,best healthcare experience i have had very impressed,"['best', 'healthcare', 'experience', 'i', 'have', 'had', 'very', 'impressed']","['best', 'healthcare', 'experience', 'impressed']","['best', 'healthcare', 'experience', 'impressed']",best healthcare experience impressed,keep,1.0,Positive
PATIENT_0805,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0806,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0807,The doctor was dismissive and didn't listen to my concerns.,the doctor was dismissive and did not listen to my concerns,"['the', 'doctor', 'was', 'dismissive', 'and', 'did', 'not', 'listen', 'to', 'my', 'concerns']","['doctor', 'dismissive', 'listen', 'concerns']","['doctor', 'dismissive', 'listen', 'concern']",doctor dismissive listen concern,keep,0.0,Neutral
PATIENT_0808,The treatment was ineffective and expensive.,the treatment was ineffective and expensive,"['the', 'treatment', 'was', 'ineffective', 'and', 'expensive']","['treatment', 'ineffective', 'expensive']","['treatment', 'ineffective', 'expensive']",treatment ineffective expensive,keep,-0.5,Negative
PATIENT_0809,Standard healthcare service. Met my basic needs.,standard healthcare service met my basic needs,"['standard', 'healthcare', 'service', 'met', 'my', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'need']",standard healthcare service met basic need,keep,0.0,Neutral
PATIENT_0810,"It was fine, nothing to complain about.",it was fine nothing to complain about,"['it', 'was', 'fine', 'nothing', 'to', 'complain', 'about']","['fine', 'nothing', 'complain']","['fine', 'nothing', 'complain']",fine nothing complain,keep,0.4166666666666667,Positive
